mal_id,Title,English Title,Japanese Title,Episodes,Release Year,Status,Air Date,Genres,Themes,Demographics,Studio,Producers,Synopsis,Rating,Voters,Popularity,Rank,Members,Favorites,Content Rating,Source,Duration,URL,Image URL
34577,Nanatsu no Taizai: Imashime no Fukkatsu,The Seven Deadly Sins: Revival of the Commandments,七つの大罪 戒めの復活,24,2018,Finished Airing,"Jan 13, 2018 to Jun 30, 2018","Action, Adventure, Fantasy",N/A,Shounen,A-1 Pictures,"Aniplex, Dentsu, Mainichi Broadcasting System, Kodansha, Movic","The fierce battle between Meliodas, the captain of the Seven Deadly Sins, and the Great Holy Knight Hendrickson has devastating consequences. Armed with the fragments necessary for the revival of the Demon Clan, Hendrickson breaks the seal, allowing the Commandments to escape, all of whom are mighty warriors working directly under the Demon King himself. Through a mysterious connection, Meliodas instantly identifies them; likewise, the 10 Commandments, too, seem to sense his presence.

As the demons leave a path of destruction in their wake, the Seven Deadly Sins must find a way to stop them before the Demon Clan drowns Britannia in blood and terror.

[Written by MAL Rewrite]",7.53,744766,138,1960.0,1198208,3703,PG-13 - Teens 13 or older,Manga,24 min per ep,https://myanimelist.net/anime/34577/Nanatsu_no_Taizai__Imashime_no_Fukkatsu,https://cdn.myanimelist.net/images/anime/11/90089l.jpg
11741,Fate/Zero 2nd Season,Fate/Zero Season 2,フェイト/ゼロ 2ndシーズン,12,2012,Finished Airing,"Apr 8, 2012 to Jun 24, 2012","Action, Fantasy",Urban Fantasy,N/A,ufotable,"Aniplex, Nitroplus, Seikaisha, Notes","As the Fourth Holy Grail War rages on with no clear victor in sight, the remaining Servants and their Masters are called upon by Church supervisor Risei Kotomine, in order to band together and confront an impending threat that could unravel the Grail War and bring about the destruction of Fuyuki City. The uneasy truce soon collapses as Masters demonstrate that they will do anything in their power, no matter how despicable, to win.

Seeds of doubt are sown between Kiritsugu Emiya and Saber, his Servant, as their conflicting ideologies on heroism and chivalry clash. Meanwhile, an ominous bond forms between Kirei Kotomine, who still seeks to find his purpose in life, and one of the remaining Servants. As the countdown to the end of the war reaches zero, the cost of winning begins to blur the line between victory and defeat.

[Written by MAL Rewrite]",8.54,750540,139,136.0,1184854,20658,R - 17+ (violence & profanity),Light novel,24 min per ep,https://myanimelist.net/anime/11741/Fate_Zero_2nd_Season,https://cdn.myanimelist.net/images/anime/1522/117645l.jpg
40852,Dr. Stone: Stone Wars,,ドクターストーン STONE WARS,11,2021,Finished Airing,"Jan 14, 2021 to Mar 25, 2021","Adventure, Comedy",N/A,Shounen,TMS Entertainment,"TOHO animation, Shueisha, Toho Music, 8PAN","Senkuu has made it his goal to bring back two million years of human achievement and revive the entirety of those turned to statues. However, one man stands in his way: Tsukasa Shishiou, who believes that only the fittest of those petrified should be revived.

As the snow melts and spring approaches, Senkuu and his allies in Ishigami Village finish the preparations for their attack on the Tsukasa Empire. With a reinvented cell phone model now at their disposal, the Kingdom of Science is ready to launch its newest scheme to recruit the sizable numbers of Tsukasa's army to their side. However, it is a race against time; for every day the Kingdom of Science spends perfecting their inventions, the empire rapidly grows in number.

Reuniting with old friends and gaining new allies, Senkuu and the Kingdom of Science must stop Tsukasa's forces in order to fulfill their goal of restoring humanity and all its creations. With the two sides each in pursuit of their ideal world, the Stone Wars have now begun!

[Written by MAL Rewrite]",8.15,674231,140,496.0,1183635,7553,PG-13 - Teens 13 or older,Manga,24 min per ep,https://myanimelist.net/anime/40852/Dr_Stone__Stone_Wars,https://cdn.myanimelist.net/images/anime/1711/110614l.jpg
17265,Log Horizon,Log Horizon,ログ・ホライズン,25,2013,Finished Airing,"Oct 5, 2013 to Mar 22, 2014","Action, Adventure, Fantasy","Adult Cast, Video Game",N/A,Satelight,NHK,"In the blink of an eye, thirty thousand bewildered Japanese gamers are whisked from their everyday lives into the world of the popular MMORPG, Elder Tale, after the game's latest update—unable to log out. Among them is the socially awkward college student Shiroe, whose confusion and shock lasts only a moment as, a veteran of the game, he immediately sets out to explore the limits of his new reality.

Shiroe must learn to live in this new world, leading others and negotiating with the NPC ""natives"" in order to bring stability to the virtual city of Akihabara. He is joined by his unfortunate friend Naotsugu, having logged in for the first time in years only to find himself trapped, and Akatsuki, a petite but fierce assassin who labels Shiroe as her master. A tale of fantasy, adventure, and politics, Log Horizon explores the elements of gaming through the eyes of a master strategist who attempts to make the best of a puzzling situation.

[Written by MAL Rewrite]",7.9,604619,141,886.0,1175083,10429,PG-13 - Teens 13 or older,Light novel,24 min per ep,https://myanimelist.net/anime/17265/Log_Horizon,https://cdn.myanimelist.net/images/anime/5/84004l.jpg
22297,Fate/stay night: Unlimited Blade Works,Fate/stay night [Unlimited Blade Works],Fate/stay night [Unlimited Blade Works],12,2014,Finished Airing,"Oct 12, 2014 to Dec 28, 2014","Action, Fantasy",Urban Fantasy,N/A,ufotable,"Aniplex, Notes, Studio Mausu","The Holy Grail War is a battle royale among seven magi who serve as Masters. Masters, through the use of the command seals they are given when they enter the war, command Heroic Spirits known as Servants to fight for them in battle. In the Fifth Holy Grail War, Rin Toosaka is among the magi entering the competition. With her Servant, Archer, she hopes to obtain the ultimate prize—the Holy Grail, a magical artifact capable of granting its wielder any wish.
 
One of Rin's classmates, Shirou Emiya, accidentally enters the competition and ends up commanding a Servant of his own known as Saber. As they find themselves facing mutual enemies, Rin and Shirou decide to form a temporary alliance as they challenge their opponents in the Holy Grail War. 

[Written by MAL Rewrite]",8.18,722840,142,462.0,1161226,17288,R - 17+ (violence & profanity),Visual novel,28 min per ep,https://myanimelist.net/anime/22297/Fate_stay_night__Unlimited_Blade_Works,https://cdn.myanimelist.net/images/anime/12/67333l.jpg
14227,Tonari no Kaibutsu-kun,My Little Monster,となりの怪物くん,13,2012,Finished Airing,"Oct 2, 2012 to Dec 25, 2012","Comedy, Romance",School,Shoujo,Brain's Base,"TV Tokyo, Aniplex, Nihon Ad Systems, Kodansha","Shizuku Mizutani is apathetic toward her classmates, only caring about her grades. However, her cold view of life begins to change when she meets Haru Yoshida, a violent troublemaker who stopped attending class after getting into a fight early in the school year. He is not much different from her, though—he too understands little about human nature and does not have any friends. Much to Shizuku's surprise, he proclaims that she will be his friend and immediately confesses his feelings toward her upon meeting her.
 
Because of her lack of friends and social interaction, Shizuku has a hard time understanding her relationship with Haru. But slowly, their friendship begins to progress, and she discovers that there is more to Haru than violence. She begins to  develop feelings for him, but is unsure what kind of emotions she is experiencing. Together, Shizuku and Haru explore the true nature of their relationship and emotions.

[Written by MAL Rewrite]",7.45,645211,143,2275.0,1158666,6652,PG-13 - Teens 13 or older,Manga,24 min per ep,https://myanimelist.net/anime/14227/Tonari_no_Kaibutsu-kun,https://cdn.myanimelist.net/images/anime/4/39779l.jpg
523,Tonari no Totoro,My Neighbor Totoro,となりのトトロ,1,1988,Finished Airing,"Apr 16, 1988","Adventure, Award Winning, Supernatural",N/A,N/A,Studio Ghibli,"Tokuma Shoten, Streamline Pictures","In 1950s Japan, Tatsuo Kusakabe relocates himself and his two daughters, Satsuki and Mei, to the countryside to be closer to their mother, who is hospitalized due to long-term illness. As the girls grow acquainted with rural life, Mei encounters a small, bunny-like creature in the yard one day. Chasing it into the forest, she finds ""Totoro""—a giant, mystical forest spirit whom she soon befriends. Before long, Satsuki too meets Totoro, and the two girls suddenly find their lives filled with magical adventures in nature and fantastical creatures of the woods.

[Written by MAL Rewrite]",8.25,749071,144,366.0,1151177,9189,G - All Ages,Original,1 hr 26 min,https://myanimelist.net/anime/523/Tonari_no_Totoro,https://cdn.myanimelist.net/images/anime/1110/147278l.jpg
23847,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,My Teen Romantic Comedy SNAFU TOO!,やはり俺の青春ラブコメはまちがっている。続,13,2015,Finished Airing,"Apr 3, 2015 to Jun 26, 2015","Comedy, Romance","Love Polygon, School",N/A,feel.,"TBS, Movic, Delfi Sound, Marvelous AQL, NBCUniversal Entertainment Japan","With the Volunteer Service Club now firmly established, it is receiving more requests from students in search of solutions to their various issues. However, the club members often struggle to see eye to eye when it comes to their problem-solving ideals. The suggestions that Hachiman Hikigaya recommends frequently clash with those of Yukino Yukinoshita, fracturing the relationships within the club. 

Despite their differences, with the trio constantly trying to find common ground, they may soon reach a point where they discover something genuine.

[Written by MAL Rewrite]",8.2,739095,145,430.0,1148452,16162,PG-13 - Teens 13 or older,Light novel,24 min per ep,https://myanimelist.net/anime/23847/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Zoku,https://cdn.myanimelist.net/images/anime/11/75376l.jpg
37991,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,JoJo's Bizarre Adventure: Golden Wind,ジョジョの奇妙な冒険 黄金の風,39,2018,Finished Airing,"Oct 6, 2018 to Jul 28, 2019","Action, Adventure","Organized Crime, Super Power",Shounen,David Production,"Warner Bros. Japan, KlockWorx, Medicos Entertainment, Shueisha","In the coastal city of Naples, corruption is teeming—the police blatantly conspire with outlaws, drugs run rampant around the youth, and the mafia governs the streets with an iron fist. However, various fateful encounters will soon occur.

Enter Giorno Giovanna, a 15-year-old boy with an eccentric connection to the Joestar family, who makes a living out of part-time jobs and pickpocketing. Furthermore, he is gifted with the unexplained Stand ability to give and create life—growing plants from the ground and turning inanimate objects into live animals, an ability he has dubbed ""Gold Experience."" Fascinated by the might of local gangsters, Giorno has dreamed of rising up in their ranks and becoming a ""Gang-Star,"" a feat made possible by his encounter with Bruno Bucciarati, a member of the Passione gang with his own sense of justice.

JoJo no Kimyou na Bouken: Ougon no Kaze follows the endeavors of Giorno after joining Bruno's team while working under Passione, fending off other gangsters and secretly plotting to overthrow their mysterious boss.

[Written by MAL Rewrite]",8.58,767800,146,114.0,1145390,34606,R - 17+ (violence & profanity),Manga,23 min per ep,https://myanimelist.net/anime/37991/JoJo_no_Kimyou_na_Bouken_Part_5__Ougon_no_Kaze,https://cdn.myanimelist.net/images/anime/1882/94989l.jpg
918,Gintama,Gintama,銀魂,201,2006,Finished Airing,"Apr 4, 2006 to Mar 25, 2010","Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai",Shounen,Sunrise,"TV Tokyo, Aniplex, Dentsu, Trinity Sound, Miracle Robo, Shueisha","Edo is a city that was home to the vigor and ambition of samurai across the country. However, following feudal Japan's surrender to powerful aliens known as the ""Amanto,"" those aspirations now seem unachievable. With the once-influential shogunate rebuilt as a puppet government, a new law is passed that promptly prohibits all swords in public. 

Enter Gintoki Sakata, an eccentric silver-haired man who always carries around a wooden sword and maintains his stature as a samurai despite the ban. As the founder of Yorozuya, a small business for odd jobs, Gintoki often embarks on endeavors to help other people—though usually in rather strange and unforeseen ways. 

Assisted by Shinpachi Shimura, a boy with glasses supposedly learning the way of the samurai; Kagura, a tomboyish girl with superhuman strength and an endless appetite; and Sadaharu, their giant pet dog who loves biting on people's heads, the Yorozuya encounter anything from alien royalty to scuffles with local gangs in the ever-changing world of Edo.

[Written by MAL Rewrite]",8.93,420470,147,19.0,1142468,61496,PG-13 - Teens 13 or older,Manga,24 min per ep,https://myanimelist.net/anime/918/Gintama,https://cdn.myanimelist.net/images/anime/10/73274l.jpg
